,agua,potencia,ambiente
3602,29.4,33.1,33.2
3603,29.4,33.2,33.2
3604,29.4,33.1,33.2
3605,29.4,32.7,33.2
3606,29.4,32.4,33.2
3607,29.4,32.9,33.2
3608,29.4,33.1,33.2
3609,29.4,33.1,33.1
3610,29.3,32.2,33.1
3611,29.3,32.6,33.1
3612,29.4,32.7,33.0
3613,29.3,32.4,33.0
3614,29.3,32.4,33.0
3615,29.3,32.5,33.0
3616,29.3,32.9,33.0
3617,29.3,32.9,33.0
3618,29.3,32.4,33.0
3619,29.3,33.3,33.1
3620,29.2,33.1,33.0
3621,29.2,33.1,33.0
3622,29.1,33.1,33.0
3623,29.2,33.3,33.0
3624,29.1,32.4,33.0
3625,29.2,33.1,33.0
3626,29.2,32.7,33.0
3627,29.1,32.8,33.0
3628,29.1,32.5,32.9
3629,29.1,32.4,32.9
3630,29.1,33.1,32.9
3631,29.1,32.3,32.9
3632,29.1,33.3,32.9
3633,29.1,33.1,32.9
3634,29.0,33.2,32.8
3635,29.0,33.4,32.8
3636,29.0,32.3,32.8
3637,29.0,32.7,32.8
3638,28.9,32.2,32.8
3639,28.9,33.1,32.7
3640,28.9,32.4,32.6
3641,28.9,32.4,32.6
3642,28.9,33.0,32.7
3643,28.9,32.9,32.7
3644,28.9,33.1,32.8
3645,28.8,32.9,32.8
3646,28.9,33.0,32.8
3647,28.8,33.2,32.8
3648,28.8,32.5,32.7
3649,28.8,32.4,32.7
3650,28.8,32.3,32.6
3651,28.8,32.2,32.5
3652,28.8,33.0,32.5
3653,28.7,32.3,32.4
3654,28.7,32.6,32.3
3655,28.7,32.8,32.3
3656,28.7,33.1,32.3
3657,28.6,33.4,32.2
3658,28.6,32.9,32.3
3659,28.6,32.8,32.3
3660,28.6,32.4,32.3
3661,28.6,32.8,32.4
3662,28.6,32.9,32.4
3663,28.6,32.2,32.4
3664,28.6,32.9,32.5
3665,28.5,32.5,32.5
3666,28.5,33.1,32.5
3667,28.5,32.6,32.6
3668,28.5,32.5,32.6
3669,28.4,32.8,32.6
3670,28.4,32.5,32.6
3671,28.4,33.1,32.6
3672,28.4,33.1,32.6
3673,28.4,32.4,32.6
3674,28.4,32.7,32.5
3675,28.4,32.8,32.6
3676,28.4,32.7,32.5
3677,28.3,32.9,32.5
3678,28.3,32.4,32.5
3679,28.3,32.9,32.5
3680,28.3,32.6,32.5
3681,28.3,33.3,32.6
3682,28.3,32.6,32.6
3683,28.3,33.1,32.7
3684,28.3,32.9,32.7
3685,28.2,33.4,32.7
3686,28.2,33.4,32.7
3687,28.2,33.2,32.6
3688,28.1,32.4,32.5
3689,28.2,33.0,32.5
3690,28.1,32.3,32.4
3691,28.1,33.1,32.4
3692,28.1,33.3,32.5
3693,28.1,32.8,32.5
3694,28.1,33.0,32.5
3695,28.1,32.6,32.5
3696,28.0,33.3,32.5
3697,28.1,33.1,32.5
3698,28.1,32.9,32.5
3699,28.0,32.6,32.5
3700,28.0,32.7,32.5
3701,27.9,32.6,32.5
3702,27.9,32.4,32.4
3703,27.9,32.3,32.4
3704,27.9,33.1,32.4
3705,27.9,32.7,32.3
3706,27.9,32.8,32.3
3707,27.9,32.8,32.3
3708,27.9,32.2,32.3
3709,27.9,33.1,32.3
3710,27.9,33.2,32.3
3711,27.9,32.5,32.3
3712,27.8,32.5,32.3
3713,27.8,33.0,32.3
3714,27.8,32.6,32.2
3715,27.8,32.9,32.2
3716,27.8,32.6,32.2
3717,27.8,32.7,32.2
3718,27.8,33.2,32.2
3719,27.8,32.4,32.2
3720,27.7,33.3,32.2
3721,27.7,33.2,32.1
3722,27.7,32.9,32.1
3723,27.6,32.2,32.1
3724,27.6,32.6,32.1
3725,27.6,32.5,32.1
3726,27.6,32.9,32.0
3727,27.6,32.2,32.0
3728,27.6,32.7,32.1
3729,27.6,32.5,32.0
3730,27.6,32.3,32.0
3731,27.6,33.0,32.0
3732,27.6,32.6,32.0
3733,27.5,32.1,32.0
3734,27.6,32.1,32.0
3735,27.5,33.0,32.0
3736,27.5,32.2,32.0
3737,27.4,33.1,32.0
3738,27.4,32.2,32.0
3739,27.4,33.2,32.0
3740,27.4,32.4,32.1
3741,27.4,33.2,32.1
3742,27.4,33.0,32.0
3743,27.3,33.0,31.9
3744,27.3,32.3,31.8
3745,27.3,32.9,31.7
3746,27.3,32.6,31.7
3747,27.3,32.3,31.6
3748,27.3,32.4,31.6
3749,27.3,33.1,31.5
3750,27.3,32.7,31.4
3751,27.2,33.2,31.4
3752,27.2,32.4,31.4
3753,27.2,32.8,31.4
3754,27.2,32.5,31.3
3755,27.1,31.7,31.3
3756,27.1,32.5,31.3
3757,27.1,31.7,31.3
3758,27.1,32.6,31.3
3759,27.1,32.0,31.3
3760,27.1,31.7,31.3
3761,27.1,32.4,31.3
3762,27.1,31.7,31.3
3763,27.0,32.5,31.3
3764,27.0,32.5,31.4
3765,27.0,32.3,31.4
3766,27.0,32.6,31.4
3767,26.9,32.7,31.4
3768,26.9,32.4,31.4
3769,26.9,32.6,31.4
3770,26.9,31.8,31.4
3771,26.9,31.8,31.3
3772,26.9,32.0,31.3
3773,26.9,32.5,31.3
3774,26.9,31.9,31.3
3775,26.9,32.1,31.3
3776,26.8,32.6,31.3
3777,26.8,32.6,31.3
3778,26.8,32.2,31.3
3779,26.8,31.8,31.3
3780,26.8,32.2,31.3
3781,26.8,31.7,31.3
3782,26.8,32.5,31.3
3783,26.8,32.0,31.3
3784,26.8,31.7,31.3
3785,26.7,32.2,31.3
3786,26.7,31.6,31.3
3787,26.7,31.9,31.2
3788,26.7,32.3,31.3
3789,26.7,32.5,31.3
3790,26.6,32.4,31.3
3791,26.6,32.0,31.3
3792,26.6,32.6,31.3
3793,26.6,32.5,31.3
3794,26.6,32.0,31.3
3795,26.6,30.6,31.2
3796,26.7,30.9,31.2
3797,26.7,30.2,31.2
3798,26.7,30.8,31.2
3799,26.8,30.5,31.2
3800,26.8,30.0,31.2
3801,26.8,30.7,31.4
3802,26.8,30.0,31.6
3803,26.8,30.0,31.7
3804,26.8,30.4,31.8
3805,26.8,30.6,31.9
3806,26.9,30.7,32.0
3807,26.9,29.8,32.2
3808,26.9,30.1,32.2
3809,26.9,29.8,32.3
3810,26.9,30.5,32.3
3811,26.9,29.7,32.4
3812,26.9,30.0,32.5
3813,27.0,30.1,32.5
3814,27.1,29.9,32.4
3815,27.1,30.5,32.4
3816,27.1,30.4,32.3
3817,27.1,30.6,32.4
3818,27.1,30.1,32.4
3819,27.1,30.0,32.3
3820,27.1,30.8,32.3
3821,27.1,30.2,32.2
3822,27.1,30.1,32.3
3823,27.2,30.3,32.3
3824,27.2,29.1,32.3
3825,27.3,30.6,32.3
3826,27.2,30.6,32.3
3827,27.2,30.5,32.3
3828,27.2,31.6,32.3
3829,27.2,32.2,32.3
3830,27.1,32.3,32.3
3831,27.1,31.8,32.3
3832,27.1,31.9,32.3
3833,27.1,32.5,32.2
3834,27.1,32.2,31.9
3835,27.0,32.1,31.7
3836,27.0,32.3,31.6
3837,27.0,32.9,31.4
3838,26.9,31.7,31.4
3839,26.9,32.5,31.3
3840,26.9,32.0,31.2
3841,26.9,31.9,31.1
3842,26.9,32.2,31.1
3843,26.9,31.9,31.3
3844,26.9,31.8,31.5
3845,26.9,32.0,31.6
3846,26.9,31.9,31.7
3847,26.9,31.7,31.6
3848,26.8,32.4,31.7
3849,26.8,32.2,31.7
3850,26.8,31.9,31.7
3851,26.8,32.2,31.7
3852,26.8,31.7,31.8
3853,26.8,31.7,31.7
3854,26.8,32.6,31.7
3855,26.8,32.0,31.7
3856,26.7,32.0,31.7
3857,26.7,32.5,31.7
3858,26.7,32.5,31.7
3859,26.6,31.7,31.7
3860,26.6,31.6,31.7
3861,26.7,31.8,31.7
3862,26.6,32.3,31.7
3863,26.6,32.4,31.7
3864,26.6,31.5,31.8
3865,26.6,31.6,31.7
3866,26.6,32.3,31.7
3867,26.6,31.6,31.7
3868,26.6,29.9,31.7
3869,26.7,30.6,31.7
3870,26.7,30.8,31.7
3871,26.7,30.0,31.6
3872,26.8,30.1,31.6
3873,26.8,30.1,31.4
3874,26.8,30.9,31.3
3875,26.8,30.7,31.1
3876,26.8,30.5,31.0
3877,26.9,30.0,31.0
3878,26.9,30.1,30.9
3879,26.9,30.8,30.9
3880,26.9,30.8,30.8
3881,26.9,30.4,30.8
3882,26.9,30.3,30.8
3883,27.0,30.8,30.8
3884,26.9,30.1,30.8
3885,27.0,30.6,30.9
3886,27.0,30.6,30.9
3887,27.0,30.8,30.9
3888,27.1,30.7,30.9
3889,27.1,30.3,30.9
3890,27.1,30.9,30.9
3891,27.1,30.1,30.9
3892,27.1,30.6,30.8
3893,27.1,30.9,30.8
3894,27.2,30.5,30.8
3895,27.2,30.2,30.8
3896,27.2,30.6,30.8
3897,27.2,30.8,30.8
3898,27.2,30.5,30.8
3899,27.2,33.8,30.8
3900,27.1,32.2,30.8
3901,27.1,32.7,30.8
3902,27.1,32.0,30.8
3903,27.1,32.7,30.8
3904,27.1,31.8,30.8
3905,27.1,31.9,30.9
3906,27.0,32.6,31.0
3907,27.0,32.6,31.1
3908,27.0,31.9,31.1
3909,27.0,33.0,31.1
3910,26.9,32.8,31.1
3911,26.9,32.5,31.2
3912,26.9,32.3,31.1
3913,26.9,32.6,31.1
3914,26.9,32.7,31.1
3915,26.9,31.9,31.2
3916,26.9,31.7,31.3
3917,26.8,32.7,31.2
3918,26.8,32.8,31.2
3919,26.8,32.7,31.3
3920,26.8,32.2,31.3
3921,26.8,32.3,31.3
3922,26.8,32.1,31.4
3923,26.8,31.6,31.4
3924,26.7,32.1,31.3
3925,26.7,32.4,31.3
3926,26.7,32.2,31.3
3927,26.6,32.4,31.2
3928,26.6,31.6,31.1
3929,26.6,32.4,31.2
3930,26.6,31.5,31.2
3931,26.6,31.7,31.1
3932,26.6,32.4,31.1
3933,26.6,30.0,31.1
3934,26.6,29.9,31.1
3935,26.7,30.3,31.1
3936,26.7,30.0,31.1
3937,26.8,29.9,31.1
3938,26.8,29.7,31.2
3939,26.8,29.7,31.1
3940,26.8,30.2,31.0
3941,26.8,30.5,30.9
3942,26.8,29.7,30.9
3943,26.8,30.4,30.8
3944,26.8,30.6,30.8
3945,26.9,29.8,30.8
3946,26.9,29.7,30.8
3947,26.9,29.6,30.7
3948,26.9,30.2,30.7
3949,26.9,30.5,30.7
3950,26.9,30.4,30.7
3951,26.9,30.3,30.7
3952,27.0,30.7,30.7
3953,27.0,30.4,30.7
3954,27.0,30.6,30.6
3955,27.1,30.4,30.7
3956,27.1,30.4,30.6
3957,27.1,30.0,30.6
3958,27.1,30.6,30.6
3959,27.1,30.4,30.6
3960,27.1,30.0,30.6
3961,27.1,30.0,30.6
3962,27.1,30.7,30.6
3963,27.2,29.8,30.6
3964,27.2,30.0,30.6
3965,27.2,30.4,30.6
3966,27.2,30.3,30.6
3967,27.2,30.4,30.7
3968,27.2,31.8,30.7
3969,27.1,32.5,30.7
3970,27.1,32.4,30.6
3971,27.1,31.6,30.6
3972,27.1,32.2,30.5
3973,27.1,32.7,30.6
3974,27.0,31.9,30.7
3975,26.9,31.9,30.8
3976,27.0,32.0,30.8
3977,26.9,32.2,30.9
3978,26.9,32.1,30.9
3979,26.9,32.2,30.9
3980,26.9,32.2,30.9
3981,26.9,32.3,31.0
3982,26.9,31.9,31.0
3983,26.9,32.5,31.0
3984,26.8,32.1,31.0
3985,26.8,31.5,31.0
3986,26.8,32.6,31.0
3987,26.8,32.6,31.0
3988,26.8,32.4,31.0
3989,26.7,31.6,31.0
3990,26.7,32.3,31.0
3991,26.7,31.8,31.0
3992,26.6,32.1,31.0
3993,26.7,32.4,31.0
3994,26.6,32.0,31.0
3995,26.6,32.2,30.9
3996,26.6,32.4,30.9
3997,26.6,32.4,30.8
3998,26.6,32.3,30.8
3999,26.7,30.7,30.9
4000,26.7,30.3,30.9
4001,26.7,30.2,30.9
4002,26.8,30.1,30.8
4003,26.8,30.1,30.8
4004,26.8,30.3,30.8
4005,26.8,29.9,30.7
4006,26.8,30.2,30.7
4007,26.8,30.4,30.6
4008,26.8,30.3,30.5
4009,26.8,30.2,30.5
4010,26.8,29.8,30.5
4011,26.9,30.0,30.5
4012,26.9,30.7,30.5
4013,26.9,30.6,30.5
4014,26.9,30.1,30.5
4015,26.9,30.6,30.5
4016,26.9,30.2,30.6
4017,27.0,30.0,30.6
4018,27.0,30.0,30.6
4019,27.0,29.8,30.5
4020,27.0,30.0,30.5
4021,27.1,30.3,30.4
4022,27.1,30.4,30.4
4023,27.1,30.0,30.4
4024,27.1,31.0,30.4
4025,27.1,30.8,30.4
4026,27.1,31.1,30.4
4027,27.1,30.3,30.4
4028,27.2,30.6,30.4
4029,27.2,30.9,30.4
4030,27.2,30.9,30.4
4031,27.3,30.9,30.4
4032,27.2,30.8,30.4
4033,27.2,30.4,30.4
4034,27.1,32.5,30.4
4035,27.1,31.9,30.4
4036,27.1,32.1,30.4
4037,27.1,32.1,30.4
4038,27.1,32.8,30.3
4039,27.1,32.5,30.4
4040,27.0,32.4,30.5
4041,26.9,32.5,30.6
4042,26.9,31.7,30.6
4043,26.9,32.6,30.7
4044,26.9,32.7,30.7
4045,26.9,31.9,30.7
4046,26.9,32.8,30.7
4047,26.8,32.5,30.7
4048,26.8,32.1,30.7
4049,26.8,32.6,30.7
4050,26.8,31.8,30.6
4051,26.8,32.6,30.6
4052,26.8,32.6,30.5
4053,26.8,32.5,30.4
4054,26.8,32.7,30.4
4055,26.7,32.8,30.4
4056,26.7,32.9,30.4
4057,26.6,32.6,30.3
4058,26.6,32.1,30.3
4059,26.6,33.0,30.4
4060,26.6,32.6,30.4
4061,26.6,32.1,30.4
4062,26.6,31.0,30.3
4063,26.6,30.5,30.3
4064,26.6,31.0,30.3
4065,26.7,30.6,30.4
4066,26.7,30.7,30.4
4067,26.7,30.9,30.4
4068,26.8,30.5,30.3
4069,26.8,30.9,30.3
4070,26.8,31.1,30.2
4071,26.8,30.1,30.2
4072,26.8,30.6,30.2
4073,26.8,30.1,30.2
4074,26.8,30.1,30.2
4075,26.9,30.8,30.2
4076,26.9,30.5,30.2
4077,26.9,30.6,30.2
4078,26.9,30.3,30.2
4079,26.9,30.4,30.3
4080,26.9,30.2,30.3
4081,26.9,30.7,30.3
4082,27.0,30.1,30.3
4083,27.0,30.6,30.3
4084,27.0,30.0,30.3
4085,27.0,31.0,30.3
4086,27.1,30.6,30.2
4087,27.1,30.9,30.2
4088,27.1,31.0,30.2
4089,27.1,30.2,30.2
4090,27.1,30.3,30.2
4091,27.1,30.4,30.2
4092,27.1,30.5,30.2
4093,27.2,30.9,30.2
4094,27.2,30.4,30.2
4095,27.1,30.8,30.2
4096,27.1,30.6,30.2
4097,27.1,30.5,30.2
4098,27.0,32.1,30.2
4099,26.9,31.9,30.2
4100,26.9,31.7,30.1
4101,26.9,32.2,30.2
4102,26.9,32.2,30.2
4103,26.9,31.4,30.3
4104,26.8,31.6,30.3
4105,26.8,32.7,30.2
4106,26.8,32.5,30.3
4107,26.8,32.1,30.2
4108,26.8,32.2,30.2
4109,26.8,32.0,30.2
4110,26.7,31.7,30.1
4111,26.7,32.2,30.1
4112,26.7,31.8,30.1
4113,26.6,32.5,30.1
4114,26.6,32.0,30.2
4115,26.6,31.6,30.2
4116,26.6,32.0,30.2
4117,26.7,30.0,30.3
4118,26.6,30.0,30.3
4119,26.7,29.6,30.5
4120,26.7,29.5,30.5
4121,26.8,29.5,30.5
4122,26.8,30.4,30.5
4123,26.8,29.4,30.4
4124,26.8,29.6,30.2
4125,26.8,30.4,30.1
4126,26.8,29.4,30.0
4127,26.8,29.9,30.0
4128,26.9,29.5,30.0
4129,26.8,30.1,30.0
4130,26.9,30.4,30.0
4131,26.9,29.6,30.0
4132,26.9,30.0,30.0
4133,26.9,30.2,29.9
4134,26.9,30.0,29.9
4135,26.9,30.2,29.9
4136,26.9,29.7,29.9
4137,26.9,29.7,29.9
4138,27.0,29.8,29.8
4139,27.0,29.9,29.8
4140,27.0,30.2,29.8
4141,27.1,29.6,29.8
4142,27.1,30.3,29.8
4143,27.1,30.5,29.8
4144,27.1,29.9,29.8
4145,27.1,30.1,29.8
4146,27.1,29.5,29.9
4147,27.1,29.8,29.9
4148,27.2,30.7,30.0
4149,27.2,29.5,30.1
4150,27.2,29.6,30.2
4151,27.2,30.1,30.3
4152,27.2,29.5,30.6
4153,27.2,30.4,30.6
4154,27.1,29.6,30.8
4155,27.1,32.1,30.9
4156,27.1,31.6,30.9
4157,27.1,32.1,31.0
4158,27.1,31.9,30.9
4159,27.0,31.6,31.0
4160,27.0,32.0,30.9
4161,27.0,32.6,30.9
4162,26.9,32.6,30.9
4163,26.9,32.1,30.8
4164,26.9,31.4,30.8
4165,26.9,31.9,30.7
4166,26.9,32.6,30.7
4167,26.8,32.0,30.7
4168,26.8,32.3,30.7
4169,26.8,32.0,30.7
4170,26.8,31.5,30.7
4171,26.7,31.8,30.7
4172,26.7,32.5,30.7
4173,26.7,31.5,30.7
4174,26.6,32.1,30.7
4175,26.6,31.7,30.7
4176,26.6,32.0,30.7
4177,26.6,31.8,30.7
4178,26.6,30.0,30.7
4179,26.6,30.2,30.7
4180,26.7,29.4,30.7
4181,26.7,30.1,30.7
4182,26.7,30.2,30.6
4183,26.7,30.1,30.6
4184,26.8,30.5,30.6
4185,26.8,30.2,30.7
4186,26.8,30.4,30.7
4187,26.8,30.7,30.8
4188,26.8,29.7,30.9
4189,26.8,29.6,30.9
4190,26.8,30.3,31.0
4191,26.8,29.8,31.0
4192,26.8,30.9,31.0
4193,26.8,30.0,31.0
4194,26.9,30.5,31.0
4195,26.9,30.9,31.0
4196,26.9,30.5,31.1
4197,26.9,30.3,31.0
4198,26.9,30.4,31.1
4199,26.9,29.7,31.0
4200,26.9,30.1,31.1
4201,27.0,29.9,31.0
4202,26.9,30.1,31.0
4203,27.0,29.9,31.0
4204,27.0,29.9,31.0
4205,27.1,30.7,30.9
4206,27.1,30.0,30.8
4207,27.1,30.4,30.8
4208,27.1,30.3,30.8
4209,27.1,30.2,30.8
4210,27.1,30.5,30.8
4211,27.1,30.5,30.7
4212,27.1,30.7,30.7
4213,27.2,30.7,30.7
4214,27.2,30.7,30.7
4215,27.2,29.9,30.7
4216,27.2,30.5,30.7
4217,27.2,29.6,30.8
4218,27.2,30.8,30.8
4219,27.3,30.8,30.9
4220,27.2,29.9,30.9
4221,27.2,30.3,30.9
4222,27.1,31.5,30.9
4223,27.1,31.7,31.0
4224,27.1,31.5,31.0
4225,27.0,32.3,31.0
4226,27.0,32.0,30.9
4227,27.0,31.9,30.9
4228,26.9,32.4,30.8
4229,26.9,32.1,30.8
4230,26.9,31.5,30.7
4231,26.9,32.4,30.6
4232,26.8,32.0,30.5
4233,26.8,32.8,30.4
4234,26.8,32.2,30.4
4235,26.8,32.1,30.4
4236,26.8,32.1,30.4
4237,26.8,31.5,30.5
4238,26.7,31.9,30.5
4239,26.7,32.1,30.5
4240,26.6,31.7,30.4
4241,26.6,31.5,30.4
4242,26.6,31.8,30.5
4243,26.6,32.1,30.5
4244,26.6,29.8,30.5
4245,26.7,29.8,30.5
4246,26.7,30.3,30.4
4247,26.7,29.9,30.4
4248,26.7,29.5,30.4
4249,26.7,30.3,30.5
4250,26.7,30.0,30.4
4251,26.8,29.9,30.4
4252,26.8,30.6,30.4
4253,26.8,29.7,30.5
4254,26.8,30.4,30.5
4255,26.8,30.0,30.5
4256,26.8,29.6,30.5
4257,26.8,30.9,30.5
4258,26.8,29.7,30.6
4259,26.8,30.0,30.8
4260,26.8,30.5,30.9
4261,26.9,29.7,30.9
4262,26.9,29.7,30.9
4263,26.9,29.6,30.9
4264,26.9,30.1,30.8
4265,26.9,30.6,30.9
4266,26.9,30.2,30.9
4267,26.9,30.1,30.9
4268,26.9,30.4,30.9
4269,26.9,29.7,30.9
4270,26.9,30.6,30.9
4271,27.0,30.1,31.0
4272,27.0,29.9,30.9
4273,27.0,30.5,30.8
4274,27.0,30.3,30.9
4275,27.1,29.8,30.9
4276,27.1,30.3,30.8
4277,27.1,30.2,30.8
4278,27.1,30.5,30.8
4279,27.1,30.7,30.8
4280,27.1,30.4,30.8
4281,27.1,30.0,30.8
4282,27.1,29.9,30.8
4283,27.1,30.9,30.8
4284,27.1,30.1,30.8
4285,27.1,29.9,30.7
4286,27.1,30.9,30.8
4287,27.2,30.1,30.8
4288,27.2,29.9,30.9
4289,27.2,30.7,30.8
4290,27.2,30.1,30.7
4291,27.2,30.2,30.7
4292,27.2,30.1,30.7
4293,27.1,33.1,30.7
4294,27.1,31.9,30.7
4295,27.1,32.0,30.7
4296,27.1,31.9,30.8
4297,27.0,32.6,30.7
4298,27.0,32.7,30.7
4299,26.9,32.5,30.7
4300,26.9,31.6,30.6
4301,26.9,32.4,30.5
4302,26.9,32.4,30.5
4303,26.9,32.3,30.4
4304,26.8,32.0,30.4
4305,26.8,31.9,30.4
4306,26.8,31.7,30.4
4307,26.7,32.1,30.4
4308,26.7,32.4,30.4
4309,26.6,32.2,30.3
4310,26.7,32.3,30.3
4311,26.6,32.4,30.3
4312,26.6,31.7,30.3
4313,26.6,32.2,30.3
4314,26.6,32.0,30.3
4315,26.6,30.1,30.3
4316,26.6,29.7,30.3
4317,26.6,30.2,30.3
4318,26.6,30.5,30.2
4319,26.7,29.6,30.3
4320,26.8,30.1,30.4
4321,26.7,29.8,30.4
4322,26.7,30.1,30.4
4323,26.7,29.8,30.4
4324,26.8,30.5,30.5
4325,26.8,30.4,30.5
4326,26.8,30.9,30.6
4327,26.8,29.9,30.6
4328,26.8,30.1,30.6
4329,26.8,30.2,30.7
4330,26.8,30.3,30.7
4331,26.8,30.3,30.7
4332,26.8,30.5,30.6
4333,26.9,30.9,30.7
4334,26.8,29.8,30.7
4335,26.9,30.5,30.8
4336,26.9,29.7,30.7
4337,26.9,29.9,30.8
4338,26.9,30.1,30.7
4339,26.9,29.9,30.6
4340,26.9,30.5,30.6
4341,26.9,29.8,30.6
4342,27.0,30.5,30.7
4343,27.0,30.8,30.6
4344,26.9,30.0,30.6
4345,27.0,30.0,30.6
4346,27.0,29.8,30.6
4347,27.0,30.2,30.6
4348,27.0,30.3,30.5
4349,27.0,29.8,30.5
4350,27.1,30.8,30.5
4351,27.1,30.4,30.5
4352,27.1,30.4,30.5
4353,27.1,30.9,30.5
4354,27.1,30.0,30.5
4355,27.1,30.6,30.5
4356,27.1,30.5,30.5
4357,27.1,30.3,30.5
4358,27.1,30.2,30.6
4359,27.1,30.7,30.5
4360,27.2,29.8,30.5
4361,27.2,29.6,30.5
4362,27.2,30.3,30.5
4363,27.2,29.4,30.4
4364,27.2,30.3,30.4
4365,27.2,29.9,30.4
4366,27.3,29.5,30.5
4367,27.2,29.3,30.5
4368,27.2,30.0,30.4
4369,27.1,32.5,30.4
4370,27.1,32.4,30.5
4371,27.1,32.1,30.5
4372,27.1,32.4,30.5
4373,27.0,31.7,30.4
4374,27.0,32.6,30.4
4375,26.9,32.2,30.3
4376,26.9,32.1,30.3
4377,26.9,32.4,30.2
4378,26.9,32.3,30.2
4379,26.8,33.0,30.2
4380,26.8,31.9,30.1
4381,26.8,32.2,30.1
4382,26.8,32.5,30.1
4383,26.7,32.2,30.1
4384,26.7,32.1,30.1
4385,26.6,32.0,30.1
4386,26.6,31.7,30.1
4387,26.6,32.3,30.1
4388,26.6,32.0,30.0
4389,26.6,29.9,30.0
4390,26.6,30.0,30.0
4391,26.6,29.3,30.0
4392,26.6,29.8,30.0
4393,26.6,29.6,30.1
4394,26.6,30.3,30.0
4395,26.7,30.4,30.1
4396,26.7,29.8,30.1
4397,26.7,30.4,30.1
4398,26.8,30.0,30.2
4399,26.8,30.2,30.3
4400,26.8,30.2,30.2
4401,26.8,30.2,30.2
4402,26.8,30.9,30.3
4403,26.8,30.8,30.3
4404,26.8,30.3,30.4
4405,26.8,30.6,30.4
4406,26.8,29.8,30.4
4407,26.8,30.4,30.3
4408,26.8,31.2,30.4
4409,26.8,29.9,30.4
4410,26.9,29.9,30.4
4411,26.9,30.0,30.4
4412,26.9,30.4,30.5
4413,26.9,30.5,30.4
4414,26.9,30.3,30.4
4415,26.9,31.0,30.3
4416,26.9,29.9,30.4
4417,26.9,30.3,30.3
4418,26.9,30.7,30.4
4419,26.9,29.9,30.4
4420,27.0,29.6,30.4
4421,27.0,30.6,30.3
4422,27.0,30.4,30.3
4423,27.0,29.6,30.4
4424,27.0,30.5,30.3
4425,27.0,29.4,30.3
4426,27.0,30.1,30.3
4427,27.0,30.7,30.2
4428,27.1,30.2,30.2
4429,27.1,30.7,30.2
4430,27.1,30.0,30.2
4431,27.1,30.1,30.2
4432,27.1,30.8,30.3
4433,27.1,29.8,30.3
4434,27.1,30.4,30.3
4435,27.1,30.5,30.3
4436,27.2,30.4,30.4
4437,27.1,30.2,30.3
4438,27.2,30.0,30.3
4439,27.2,30.7,30.3
4440,27.2,30.7,30.2
4441,27.2,29.7,30.3
4442,27.3,30.7,30.2
4443,27.2,30.4,30.2
4444,27.1,30.3,30.2
4445,27.1,32.1,30.2
4446,27.1,31.9,30.2
4447,27.1,32.5,30.2
4448,27.0,32.4,30.3
4449,27.0,32.5,30.3
4450,26.9,31.7,30.3
4451,26.9,31.8,30.2
4452,26.9,31.7,30.1
4453,26.9,31.9,30.1
4454,26.9,31.3,30.0
4455,26.8,32.0,29.9
4456,26.8,31.4,29.9
4457,26.8,31.5,29.9
4458,26.7,31.5,29.8
4459,26.7,32.0,29.9
4460,26.6,32.0,29.8
4461,26.6,32.1,29.8
4462,26.6,31.6,29.7
4463,26.6,32.2,29.7
4464,26.6,32.3,29.7
4465,26.6,30.5,29.7
4466,26.6,30.4,29.7
4467,26.6,29.6,29.7
4468,26.7,30.0,29.7
4469,26.7,30.1,29.7
4470,26.7,29.5,29.7
4471,26.8,29.7,29.7
4472,26.7,29.7,29.8
4473,26.7,30.9,29.8
4474,26.8,30.5,29.9
4475,26.7,29.8,29.9
4476,26.7,30.2,29.9
4477,26.8,29.7,29.9
4478,26.8,30.1,29.9
4479,26.8,30.3,30.0
4480,26.8,29.7,30.0
4481,26.8,29.7,29.9
4482,26.8,30.0,29.9
4483,26.8,30.7,30.0
4484,26.9,30.0,30.0
4485,26.9,29.7,29.9
4486,26.9,30.1,29.9
4487,26.9,30.5,30.0
4488,26.9,30.4,30.0
4489,26.9,29.6,30.0
4490,26.9,30.5,30.0
4491,26.9,30.0,30.0
4492,27.0,30.3,29.9
4493,27.0,30.0,29.9
4494,27.0,30.6,29.9
4495,27.0,30.5,29.9
4496,27.0,30.0,29.9
4497,27.0,30.8,29.9
4498,27.1,30.4,29.9
4499,27.1,30.5,29.9
4500,27.1,30.2,30.0
4501,27.1,30.2,29.9
4502,27.1,30.2,29.9
4503,27.1,29.6,29.9
4504,27.1,30.5,29.9
4505,27.1,29.7,30.0
4506,27.1,29.8,30.0
4507,27.1,30.7,30.0
4508,27.1,30.4,29.9
4509,27.1,30.5,29.9
4510,27.1,30.6,30.0
4511,27.2,30.2,30.0
4512,27.1,30.8,30.0
4513,27.2,30.2,30.0
4514,27.2,30.5,30.1
4515,27.2,29.8,30.0
4516,27.2,30.3,30.0
4517,27.1,30.7,30.0
4518,27.1,30.7,30.0
4519,27.1,32.0,29.9
4520,27.1,32.2,29.9
4521,27.0,32.2,29.8
4522,27.0,32.3,29.8
4523,26.9,31.9,29.8
4524,26.9,31.8,29.8
4525,26.9,31.8,29.8
4526,26.9,31.9,29.7
4527,26.8,32.5,29.7
4528,26.8,32.5,29.7
4529,26.8,31.7,29.7
4530,26.8,32.2,29.7
4531,26.7,31.7,29.7
4532,26.7,31.8,29.8
4533,26.6,32.1,29.8
